phrase,frequency,seed_word,Volume,source_type,word_count,phrase_length,has_question_word,has_best_or_top,is_question_like,query_type,cluster_id_A,cluster_size,is_noise
how to make soft boiled eggs,1,maker,14800,keyword_tool,6,28,True,False,True,question,35,92,False
how to make sour cream,2,How-to,29600,keyword_tool,5,22,True,False,True,question,-1,3786,True
how to make spam musubi,2,How-to,10800,keyword_tool,5,23,True,False,True,question,-1,3786,True
how to make squid game cookies,2,How-to,10800,keyword_tool,6,30,True,False,True,question,-1,3786,True
how to make stained glass,2,How-to,10800,keyword_tool,5,25,True,False,True,question,-1,3786,True
how to make sugar wax,2,How-to,10800,keyword_tool,5,21,True,False,True,question,-1,3786,True
how to make sushi,1,maker,9900,keyword_tool,4,17,True,False,True,question,-1,3786,True
how to make sweet tea,1,How-to,5400,keyword_tool,5,21,True,False,True,question,-1,3786,True
how to make taco meat,2,How-to,10800,keyword_tool,5,21,True,False,True,question,-1,3786,True
how to make tallow,1,maker,5400,keyword_tool,4,18,True,False,True,question,-1,3786,True
how to make tuna salad,1,How-to,9900,keyword_tool,5,22,True,False,True,question,-1,3786,True
how to make vanilla extract,1,maker,9900,keyword_tool,5,27,True,False,True,question,-1,3786,True
how to make vinegar,2,How-to,16200,keyword_tool,4,19,True,False,True,question,-1,3786,True
how to make vodka sauce,2,How-to,13200,keyword_tool,5,23,True,False,True,question,28,33,False
how to make white rice,1,How-to,18100,keyword_tool,5,22,True,False,True,question,35,92,False
how to make wine,2,How-to,13200,keyword_tool,4,16,True,False,True,question,28,33,False
how to make yellow rice,1,How-to,5400,keyword_tool,5,23,True,False,True,question,-1,3786,True
how to make yourself cry,1,maker,5400,keyword_tool,5,24,True,False,True,question,-1,3786,True
how to make yourself squirt,2,How-to,10800,keyword_tool,5,27,True,False,True,question,-1,3786,True
how to make yourself throw up,1,maker,22200,keyword_tool,6,29,True,False,True,question,-1,3786,True
how to make yum yum sauce,1,How-to,12100,keyword_tool,6,25,True,False,True,question,28,33,False
how to measure bust,1,How-to,9900,keyword_tool,4,19,True,False,True,question,-1,3786,True
how to measure foot size,1,How-to,6600,keyword_tool,5,24,True,False,True,question,-1,3786,True
how to measure for bra size,1,How-to,6600,keyword_tool,6,27,True,False,True,question,-1,3786,True
how to measure for curtains,1,How-to,6600,keyword_tool,5,27,True,False,True,question,-1,3786,True
how to measure for replacement windows,1,How-to,5400,keyword_tool,6,38,True,False,True,question,-1,3786,True
how to measure girth,1,How-to,6600,keyword_tool,4,20,True,False,True,question,-1,3786,True
how to measure hips,1,How-to,8100,keyword_tool,4,19,True,False,True,question,-1,3786,True
how to measure inseam,1,How-to,27100,keyword_tool,4,21,True,False,True,question,-1,3786,True
how to measure ring size,1,How-to,49500,keyword_tool,5,24,True,False,True,question,17,22,False
how to measure ring size at home,1,How-to,12100,keyword_tool,7,32,True,False,True,question,17,22,False
how to measure shoe size,1,How-to,12100,keyword_tool,5,24,True,False,True,question,-1,3786,True
how to measure shoulder width,1,How-to,5400,keyword_tool,5,29,True,False,True,question,-1,3786,True
how to measure sleeve length,1,How-to,9900,keyword_tool,5,28,True,False,True,question,-1,3786,True
how to measure tv size,1,How-to,6600,keyword_tool,5,22,True,False,True,question,-1,3786,True
how to melt chocolate,1,How-to,8100,keyword_tool,4,21,True,False,True,question,-1,3786,True
how to melt chocolate chips,1,How-to,14800,keyword_tool,5,27,True,False,True,question,-1,3786,True
how to merge cells in excel,1,How-to,14800,keyword_tool,6,27,True,False,True,question,-1,3786,True
how to mince garlic,1,How-to,14800,keyword_tool,4,19,True,False,True,question,16,14,False
how to move a column in excel,1,How-to,5400,keyword_tool,7,29,True,False,True,question,-1,3786,True
how to officiate a wedding,1,How-to,6600,keyword_tool,5,26,True,False,True,question,-1,3786,True
how to on screen record iphone,1,How-to,5400,keyword_tool,6,30,True,False,True,question,-1,3786,True
how to open a bottle without a bottle opener,1,How-to,12100,keyword_tool,9,44,True,False,True,question,-1,3786,True
how to open a jar,1,How-to,8100,keyword_tool,5,17,True,False,True,question,-1,3786,True
how to open a pomegranate,1,How-to,6600,keyword_tool,5,25,True,False,True,question,-1,3786,True
how to open a wine bottle without a corkscrew,1,How-to,8100,keyword_tool,9,45,True,False,True,question,-1,3786,True
how to open bottle without bottle opener,1,How-to,5400,keyword_tool,7,40,True,False,True,question,-1,3786,True
how to open tin with tin opener,1,How-to,5400,keyword_tool,7,31,True,False,True,question,-1,3786,True
how to open wine bottle without corkscrew,1,How-to,5400,keyword_tool,7,41,True,False,True,question,-1,3786,True
how to organize garage,1,How-to,5400,keyword_tool,4,22,True,False,True,question,-1,3786,True
how to paint cabinets,1,How-to,8100,keyword_tool,4,21,True,False,True,question,-1,3786,True
how to pair beats earbuds,1,How-to,6600,keyword_tool,5,25,True,False,True,question,-1,3786,True
how to pair firestick remote,1,How-to,12100,keyword_tool,5,28,True,False,True,question,-1,3786,True
how to pair sony headphones,1,How-to,5400,keyword_tool,5,27,True,False,True,question,-1,3786,True
how to parallel park,1,How-to,18100,keyword_tool,4,20,True,False,True,question,-1,3786,True
how to pass a drug test,1,tester,14800,keyword_tool,6,23,True,False,True,question,-1,3786,True
how to pass mouth swab test in 12 hours,2,How-to,16200,keyword_tool,9,39,True,False,True,question,-1,3786,True
how to patch jeans,1,How-to,5400,keyword_tool,4,18,True,False,True,question,-1,3786,True
how to pause location on life 360,1,How-to,6600,keyword_tool,7,33,True,False,True,question,-1,3786,True
how to peel a kiwi,1,How-to,5400,keyword_tool,5,18,True,False,True,question,10,18,False
how to peel an mango,1,How-to,5400,keyword_tool,5,20,True,False,True,question,10,18,False
how to pick a good pineapple,1,How-to,5400,keyword_tool,6,28,True,False,True,question,10,18,False
how to pick a lock,1,How-to,22200,keyword_tool,5,18,True,False,True,question,-1,3786,True
how to pick a pineapple,1,How-to,9900,keyword_tool,5,23,True,False,True,question,10,18,False
how to pickle jalapenos,1,How-to,5400,keyword_tool,4,23,True,False,True,question,-1,3786,True
how to pickle red onions,1,How-to,8100,keyword_tool,5,24,True,False,True,question,16,14,False
how to pin a row in excel,1,How-to,9900,keyword_tool,7,25,True,False,True,question,-1,3786,True
how to plant an avocado seed,1,How-to,5400,keyword_tool,6,28,True,False,True,question,-1,3786,True
how to plant garlic,1,How-to,12100,keyword_tool,4,19,True,False,True,question,16,14,False
how to plant grass seed,1,How-to,6600,keyword_tool,5,23,True,False,True,question,-1,3786,True
how to plant lavender,1,How-to,5400,keyword_tool,4,21,True,False,True,question,-1,3786,True
how to plant onions,1,How-to,5400,keyword_tool,4,19,True,False,True,question,16,14,False
how to plant to potatoes,1,How-to,8100,keyword_tool,5,24,True,False,True,question,-1,3786,True
how to plant tulip bulbs,1,How-to,6600,keyword_tool,5,24,True,False,True,question,-1,3786,True
how to play crazy 8,1,How-to,5400,keyword_tool,5,19,True,False,True,question,-1,3786,True
how to play dnd,1,How-to,6600,keyword_tool,4,15,True,False,True,question,-1,3786,True
how to play dungeons and dragons,1,How-to,6600,keyword_tool,6,32,True,False,True,question,-1,3786,True
how to play old maid,1,How-to,6600,keyword_tool,5,20,True,False,True,question,-1,3786,True
how to play pickleball,1,How-to,27100,keyword_tool,4,22,True,False,True,question,-1,3786,True
how to play pool,1,How-to,5400,keyword_tool,4,16,True,False,True,question,-1,3786,True
how to play shuffleboard,1,How-to,5400,keyword_tool,4,24,True,False,True,question,-1,3786,True
how to play skip bo,1,How-to,6600,keyword_tool,5,19,True,False,True,question,-1,3786,True
how to plug a tire,1,How-to,5400,keyword_tool,5,18,True,False,True,question,17,22,False
how to polish silver,1,How-to,6600,keyword_tool,4,20,True,False,True,question,-1,3786,True
how to polish stainless steel,1,How-to,6600,keyword_tool,5,29,True,False,True,question,-1,3786,True
how to power off apple watch,1,How-to,5400,keyword_tool,6,28,True,False,True,question,-1,3786,True
how to prep for anal,1,How-to,5400,keyword_tool,5,20,True,False,True,question,-1,3786,True
how to prepare balloon arch,1,How-to,5400,keyword_tool,5,27,True,False,True,question,-1,3786,True
how to prepare for anal,1,How-to,6600,keyword_tool,5,23,True,False,True,question,-1,3786,True
how to prevent shin splints,1,How-to,5400,keyword_tool,5,27,True,False,True,question,-1,3786,True
how to price a business for sale,1,How-to,9900,keyword_tool,7,32,True,False,True,question,-1,3786,True
how to program a garage door opener,1,How-to,8100,keyword_tool,7,35,True,False,True,question,-1,3786,True
how to program firestick remote,1,How-to,5400,keyword_tool,5,31,True,False,True,question,-1,3786,True
how to program garage door opener,1,How-to,9900,keyword_tool,6,33,True,False,True,question,-1,3786,True
how to program xfinity remote,1,How-to,5400,keyword_tool,5,29,True,False,True,question,-1,3786,True
how to pronounce acai,1,How-to,9900,keyword_tool,4,21,True,False,True,question,-1,3786,True
how to propagate monstera,1,How-to,6600,keyword_tool,4,25,True,False,True,question,-1,3786,True
how to propagate pothos,1,How-to,12100,keyword_tool,4,23,True,False,True,question,-1,3786,True
how to propagate snake plant,1,How-to,6600,keyword_tool,5,28,True,False,True,question,-1,3786,True
how to prune tomato plants,1,How-to,8100,keyword_tool,5,26,True,False,True,question,-1,3786,True
how to prune tomatoes,1,How-to,5400,keyword_tool,4,21,True,False,True,question,-1,3786,True
how to put a doona cover on,1,How-to,6600,keyword_tool,7,27,True,False,True,question,-1,3786,True
how to put a tampon in,1,How-to,8100,keyword_tool,6,22,True,False,True,question,-1,3786,True
how to put air in tires,1,How-to,5400,keyword_tool,6,23,True,False,True,question,17,22,False
how to put in a tampon,1,How-to,12100,keyword_tool,6,22,True,False,True,question,-1,3786,True
how to put on a duvet cover,1,How-to,6600,keyword_tool,7,27,True,False,True,question,-1,3786,True
how to put on harness dog,1,How-to,6600,keyword_tool,6,25,True,False,True,question,-1,3786,True
how to quit a job,1,How-to,5400,keyword_tool,5,17,True,False,True,question,-1,3786,True
how to raise hand in zoom,1,How-to,8100,keyword_tool,6,25,True,False,True,question,-1,3786,True
how to raise ph in pool,1,How-to,5400,keyword_tool,6,23,True,False,True,question,-1,3786,True
how to raise tomato,1,How-to,5400,keyword_tool,4,19,True,False,True,question,-1,3786,True
how to read guitar tabs,1,How-to,14800,keyword_tool,5,23,True,False,True,question,-1,3786,True
how to read manga,1,How-to,9900,keyword_tool,4,17,True,False,True,question,-1,3786,True
how to read tabs,1,How-to,8100,keyword_tool,4,16,True,False,True,question,-1,3786,True
how to read tape measure measurements,1,How-to,12100,keyword_tool,6,37,True,False,True,question,-1,3786,True
how to read the bible,1,How-to,12100,keyword_tool,5,21,True,False,True,question,-1,3786,True
how to recall a message in outlook,1,How-to,8100,keyword_tool,7,34,True,False,True,question,-1,3786,True
how to recall an email in outlook,1,How-to,60500,keyword_tool,7,33,True,False,True,question,-1,3786,True
how to recall email in outlook,1,How-to,9900,keyword_tool,6,30,True,False,True,question,-1,3786,True
how to record on youtube tv,1,How-to,8100,keyword_tool,6,27,True,False,True,question,-1,3786,True
how to reduce protein in urine,1,How-to,5400,keyword_tool,6,30,True,False,True,question,-1,3786,True
how to regulate nervous system,1,How-to,5400,keyword_tool,5,30,True,False,True,question,-1,3786,True
how to reheat pizza in oven,1,How-to,14800,keyword_tool,6,27,True,False,True,question,-1,3786,True
how to reheat steak,1,How-to,12100,keyword_tool,4,19,True,False,True,question,35,92,False
how to reject a job offer,1,How-to,5400,keyword_tool,6,25,True,False,True,question,-1,3786,True
how to remove a card from apple wallet,1,How-to,5400,keyword_tool,8,38,True,False,True,question,-1,3786,True
how to remove a stripped screw,1,How-to,22200,keyword_tool,6,30,True,False,True,question,-1,3786,True
how to remove a tick from a dog,1,How-to,9900,keyword_tool,8,31,True,False,True,question,-1,3786,True
how to remove acrylic nails at home,1,How-to,12100,keyword_tool,7,35,True,False,True,question,62,21,False
how to remove battery corrosion,1,How-to,5400,keyword_tool,5,31,True,False,True,question,-1,3786,True
how to remove blackheads,1,How-to,9900,keyword_tool,4,24,True,False,True,question,-1,3786,True
how to remove blank page in word,1,How-to,5400,keyword_tool,7,32,True,False,True,question,-1,3786,True
how to remove blank rows in excel,1,How-to,6600,keyword_tool,7,33,True,False,True,question,-1,3786,True
how to remove blood stains,1,How-to,8100,keyword_tool,5,26,True,False,True,question,-1,3786,True
how to remove candle wax,1,How-to,5400,keyword_tool,5,24,True,False,True,question,-1,3786,True
how to remove ear wax blockage fast,1,How-to,5400,keyword_tool,7,35,True,False,True,question,-1,3786,True
how to remove empty rows in excel,1,How-to,6600,keyword_tool,7,33,True,False,True,question,-1,3786,True
how to remove eyelash extensions,1,How-to,5400,keyword_tool,5,32,True,False,True,question,-1,3786,True
how to remove gel nail polish,1,How-to,33100,keyword_tool,6,29,True,False,True,question,62,21,False
how to remove gel polish,1,How-to,9900,keyword_tool,5,24,True,False,True,question,62,21,False
how to remove gel polish at home,1,How-to,5400,keyword_tool,7,32,True,False,True,question,62,21,False
how to remove gel varnish,1,How-to,6600,keyword_tool,5,25,True,False,True,question,-1,3786,True
how to remove gel x nails,1,How-to,12100,keyword_tool,6,25,True,False,True,question,62,21,False
how to remove hair dye from skin,1,How-to,12100,keyword_tool,7,32,True,False,True,question,-1,3786,True
how to remove ink from clothes,1,How-to,6600,keyword_tool,6,30,True,False,True,question,-1,3786,True
how to remove nail glue,1,How-to,8100,keyword_tool,5,23,True,False,True,question,62,21,False
how to remove nail glue from skin,1,How-to,6600,keyword_tool,7,33,True,False,True,question,62,21,False
how to remove nail polish,1,How-to,5400,keyword_tool,5,25,True,False,True,question,62,21,False
how to remove nail polish without nail polish remover,1,How-to,5400,keyword_tool,9,53,True,False,True,question,62,21,False
how to remove password from pdf,1,How-to,9900,keyword_tool,6,31,True,False,True,question,-1,3786,True
how to remove permanent marker,1,How-to,8100,keyword_tool,5,30,True,False,True,question,-1,3786,True
how to remove pop up blocker,1,How-to,5400,keyword_tool,6,28,True,False,True,question,-1,3786,True
how to remove popcorn ceiling,1,How-to,6600,keyword_tool,5,29,True,False,True,question,-1,3786,True
how to remove rust from cast iron,1,How-to,9900,keyword_tool,7,33,True,False,True,question,49,39,False
how to remove rust from metal,1,How-to,14800,keyword_tool,6,29,True,False,True,question,49,39,False
how to remove rust from stainless steel,1,How-to,5400,keyword_tool,7,39,True,False,True,question,49,39,False
